id,name,buy,sell,supply,demand
12151,"Packet of Baking Powder",3,7,77362,47393
12153,"Packet of Salt",7,11,120692,144041
12154,"Bowl of Outrider Stew",25,112,1294,13197
12155,"Bag of Sugar",7,10,148206,77460
12156,"Jug of Water",8,11,168578,75052
12157,"Jar of Vinegar",5,11,20832,74202
12158,"Jar of Vegetable Oil",7,11,145089,84267
12160,"Loaf of Walnut Sticky Bread",108,307,499,2225
12161,"Beet",8,10,96329,12326
12162,"Turnip",29,38,37753,12588
12163,"Head of Garlic",69,83,105713,41691
12166,"Ball of Dough",38,53,33869,13429
12167,"Bowl of Staple Soup Vegetables",135,269,2865,6527
12168,"Bowl of White Frosting",136,274,5273,3879
12169,"Bowl of Baker's Dry Ingredients",25,33,23068,39299
12170,"Bowl of Baker's Wet Ingredients",222,352,4416,6039
12171,"Pasta Noodles",29,47,56346,19214
12172,"Jar of Tomato Sauce",91,189,3666,4800
12173,"Bowl of Sage Stuffing",67,137,5634,3030
12174,"Bowl of Tangy Sautee Mix",0,1,1555187,0
12175,"Bottle of Ascalonian Dressing",52,96,8758,8232
12176,"Bottle of Simple Dressing",56,94,23176,25838
12177,"Pile of Cinnamon and Sugar",9,10,235681,94432
12178,"Pile of Salt and Pepper",97,129,42912,22949
12179,"Pile of Simple Stew Herbs",22,23,53896,33052
12180,"Pile of Ascalonian Herbs",142,229,4526,4741
12181,"Pile of Tangy Seasoning",7,18,95469,38490
12182,"Buttermilk Biscuit",15,55,18010,6030
12184,"Cup of Potato Fries",7,14,14288,160995
12185,"Handful of Bjarni's Rabbit Food",103,219,5831,13333
12186,"Cheese Triangle",4,6,9618,27937
12187,"Slice of Buttered Toast",16,29,3644,18831
12188,"Bowl of Simple Salad",1,5,34156,51200
12190,"Marinated Mushroom",2,7,52128,67087
12191,"Mashed Potato",1,6,17909,64981
12192,"Beetletun Omelette",170,316,1177,911
12194,"Slice of Garlic Bread",105,139,20552,12522
12195,"Meatball",74,147,3743,19374
12196,"Bowl of Ascalonian Salad",4,15,9510,56420
12198,"Celebratory Steak",400,992,259,3509
12199,"Bowl of Red Meat Stock",36,47,13502,26493
12200,"Bowl of Hearty Red Meat Stew",3,9,18138,61075
12201,"Bowl of Simple Meat Stew",2,4,13891,61062
12202,"Bowl of Poultry Stock",701,930,1709,8679
12203,"Bowl of Dolyak Stew",26,85,1457,10433
12204,"Bowl of Poultry Noodle Soup",4,6,12627,20918
12205,"Bowl of Simple Poultry Soup",20,43,8750,10302
12206,"Bowl of Vegetable Stock",101,315,1538,7351
12207,"Bowl of Simple Vegetable Soup",17,45,1114,14089
12208,"Deluxe Burger",2,11,42391,91639
12209,"Grilled Poultry",8,21,22058,25204
12210,"Hamburger",7,24,17471,24741
12211,"Bowl of Cold Wurm Stew",58,154,1434,6093
12212,"Roasted Meaty Sandwich",1,4,302240,34709
12213,"Cheeseburger",1,8,38089,63559
12214,"Poultry Piccata",10,14,16385,32847
12215,"Stuffed Pepper",1,3,134389,82306
12216,"Turnip Casserole",1,3,163471,68245
12217,"Plate of Pasta with Tomato Sauce",8,27,42413,13851
12218,"Cheese Pizza",73,124,2633,7138
12221,"Meatball Dinner",3,4,40359,28691
12222,"Chocolate Cake",18,45,29059,36449
12223,"Apple Pie",63,105,5348,11050
12224,"White Cake",11,42,23861,12770
12225,"Cinnamon Apple",14,21,89900,34097
12226,"Strawberries and Biscuits",14,38,3547,33549
12227,"Sugar Cookie",17,44,2687,17634
12228,"Cup of Banana Cream Pie Filling",69,97,14821,12196
12229,"Chocolate Bar",57,69,166023,172431
12230,"Banana Cream Pie",42,59,25525,7909
12233,"Handful of Trail Mix",1,3,234041,48044
12234,"Vanilla Bean",190,195,41561,59329
12236,"Black Peppercorn",88,104,88496,113008
12238,"Head of Lettuce",5,9,474611,185527
12241,"Spinach Leaf",109,149,54572,24896
12243,"Sage Leaf",444,524,7087,18474
12244,"Oregano Leaf",104,133,19481,13236
12246,"Parsley Leaf",15,21,55053,24641
12247,"Bay Leaf",33,41,60990,64385
12248,"Thyme Leaf",20,34,88537,79930
12250,"Walnut",4,5,190560,110361
12253,"Strawberry",81,103,30645,28772
12254,"Raspberry",141,142,17821,19678
12255,"Blueberry",14,19,126917,73377
12258,"Cinnamon Stick",2,3,5438175,553539
12260,"Bowl of Simple Chili Base",405,583,4318,4651
12261,"Bowl of Cherry Pie Filling",47,73,35833,42926
12262,"Bowl of Grape Pie Filling",51,87,7998,8078
12263,"Ball of Cookie Dough",58,82,13003,8434
12264,"Raspberry Pie",391,781,791,4695
12267,"Bowl of Roux",31,38,27461,15210
12268,"Bowl of Cream Soup Base",764,1022,4052,10531
12269,"Bowl of Blueberry Pie Filling",0,4,110894,0
12270,"Bowl of Chocolate Frosting",31,48,22998,8431
12271,"Bottle of Soy Sauce",2,3,299400,33178
12272,"Pile of Divinity Fair Herbs",5,13,139993,22083
12273,"Minotaur Steak",118,245,7948,12172
12275,"Bottle of Sesame Ginger Sauce",145,228,3742,4937
12276,"Pile of Paprika",17,33,266601,14325
12278,"Pile of Simple Chili Seasoning",30,50,51752,8449
12279,"Grilled Mushroom",68,172,3799,14749
12280,"Loaf of Banana Bread",50,100,1823,2070
12281,"Bowl of Mashed Yams",91,111,19547,21927
12282,"Divinity Stuffed Mushroom",9,20,10864,30087
12283,"Grilled Portobello Mushroom",87,115,12547,42412
12284,"Bowl of Spiced Mashed Yams",82,181,3454,7174
12285,"Loaf of Zucchini Bread",1,6,80689,33244
12286,"Bowl of Salsa",239,267,2753,4077
12287,"Bowl of Tasty Wurm Stew",54,203,2316,2022
12288,"Bowl of Avocado Salsa",176,403,491,6138
12289,"Lemon Bar",1,4,248291,124137
12290,"Bowl of Coleslaw",1,3,234592,129145
12291,"Bowl of Sauteed Zucchini with Nutmeg",4,9,24684,33557
12292,"Bowl of Degun Shun Stew",177,355,1718,7697
12293,"Bowl of Tomato Soup",29,96,8341,9695
12294,"Bowl of Clam Chowder",10,19,31514,28314
12295,"Bowl of Creamy Portobello Soup",1,4,127912,30314
12296,"Bowl of Tomato Zucchini Soup",403,826,1194,9943
12297,"Bowl of Fancy Creamy Mushroom Soup",23,32,4281,28000
12298,"Bowl of Dilled Clam Chowder",209,348,4059,13415
12299,"Bowl of Meat and Bean Chili",44,110,2064,8844
12300,"Bowl of Simple Bean Chili",25,29,2478,34395
12301,"Sage Stuffed Poultry",3,10,12078,43847
12302,"Bowl of Cabbage Stirfry",24,51,7230,14705
12303,"Veggie Burger",1,3,372280,84192
12304,"Filet of Sesame Roasted Meat",79,188,4416,10427
12305,"Sesame Roasted Dinner",7,10,28093,49300
12306,"Filet of Rosemary Roasted Meat",112,195,3026,11474
12307,"Pepper Steak Dinner",168,172,1493,9737
12308,"Bowl of Apple Sauce",7,25,8769,18066
12309,"Apple Tart",40,60,14460,5620
12311,"Bowl of Blueberry Apple Compote",2,9,50916,67558
12312,"Strawberry Tart",5,10,11791,22623
12313,"Bowl of Strawberry Apple Compote",2,4,18314,29626
12314,"Chocolate Chip Cookie",1,5,389062,172531
12315,"Caramel",28,30,6018,19698
12316,"Blueberry Pie",6,10,9222,13220
12317,"Caramel Apple",11,30,8516,6257
12318,"Chocolate Cherry",2,6,105982,67597
12319,"Cherry Cookie",1,7,112002,347069
12320,"Cherry Pie",0,5,655133,0
12322,"Grape Pie",1,4,280544,39539
12323,"Cherry Almond Bar",35,69,16401,16119
12324,"Bag of Starch",4,10,37984,67748
12327,"Clam",84,100,27502,33716
12329,"Yam",289,385,16470,23024
12330,"Zucchini",33,38,57943,20738
12331,"Chili Pepper",1037,1168,7399,51534
12332,"Head of Cabbage",20,27,58597,12112
12333,"Kale Leaf",227,238,19149,11824
12334,"Portobello Mushroom",6,10,513185,87135
12335,"Rosemary Sprig",332,333,38390,22289
12336,"Dill Sprig",296,297,11561,14151
12341,"Grape",47,62,54559,15974
12342,"Sesame Seed",394,444,3744,16008
12343,"Kastaz Roasted Poultry",261,430,1658,4841
12344,"Blueberry Cookie",7,8,10634,27322
12345,"Strawberry Cookie",5,15,8203,15818
12346,"Veggie Pizza",19,40,23034,40099
12347,"Clam Cake",1,6,150494,12354
12348,"Bowl of Beet and Bean Stew",5,15,25381,33237
12349,"Bowl of Savory Spinach and Poultry Soup",4,10,16819,15383
12351,"Orange",49,50,232520,72498
12352,"Griffon Egg Omelet",22,39,19866,91163
12353,"Bowl of Simple Meat Chili",6,7,13764,23452
12354,"Meat Pie",15,30,5208,3112
12355,"Blueberry Tart",9,15,7428,12186
12356,"Chocolate Banana",14,73,33312,36610
12357,"Strawberry Pie",1,3,233762,4518
12358,"Spinach Burger",2,3,27921,120492
12359,"Pepper Steak",620,810,2381,9001
12360,"Sage Stuffed Mushroom",5,9,32846,60460
12361,"Bowl of Bean Salad",23,27,6080,33473
12362,"Bowl of Garlic Spinach Sautee",2,3,20341,65837
12363,"Bowl of Fancy Bean Chili",6,15,19191,56018
12364,"Bowl of Cherry Vanilla Compote",3,5,34285,43446
12365,"Cherry Tart",4,8,44872,184076
12366,"Chocolate Cherry Cake",3,25,33532,34362
12367,"Dilled Poultry Piccata",16,26,11525,19880
12368,"Mushroom Pizza",77,120,4037,12773
12369,"Bowl of Krytan Meatball Dinner",1,4,233302,17636
12370,"Stuffed Zucchini",1,3,238180,26256
12371,"Spicy Lime Steak",247,846,94,7990
12372,"Yam Fritter",25,48,7388,14944
12373,"Loaf of Rosemary Bread",1,5,51703,39355
12374,"Bowl of Kale and Poultry Soup",313,513,3845,9880
12375,"Bowl of Kale Soup",112,150,3290,7946
12376,"Bowl of Zucchini Chili",100,200,6286,13406
12377,"Bowl of Chili and Avocado",2,5,65539,80251
12378,"Bowl of Yam Soup",89,140,2739,13206
12379,"Bowl of Meat and Cabbage Stew",18,47,14383,35442
12380,"Orange Coconut Bar",39,97,4320,10913
12381,"Chocolate Orange",4,7,56903,51853
12382,"Chocolate Mint Cookie",3,4,61841,73722
12383,"Blackberry Cookie",1,8,166454,87008
12384,"Pumpkin Pie",2,10,37937,93436
12385,"Blackberry Pie",5,9,80208,29565
12386,"Bowl of Blackberry Pear Compote",2,6,39191,23746
12387,"Ginger Pear Tart",5,8,24586,50214
12388,"Orange Coconut Cake",1,5,645977,8056
12389,"Plate of Citrus Poultry with Almonds",4,5,23194,166362
12390,"Horseradish Burger",4,6,14459,52431
12391,"Fancy Veggie Pizza",94,153,9310,6952
12392,"Bowl of Mushroom Risotto",549,1019,1571,3279
12393,"Plate of Citrus Clove Meat",2,4,40696,164868
12394,"Plate of Coriander Crusted Meat",165,288,5561,6517
12395,"Plate of Roast Meat with Mint Sauce",96,97,1592,29728
12396,"Plate of Coriander Crusted Meat Dinner",11,16,78855,48928
12397,"Bowl of Avocado Stirfry",101,208,2484,15704
12398,"Bowl of Chickpea Salad",2,4,111453,50562
12399,"Chickpea Fritter",16,18,1839,18474
12400,"Slice of Pumpkin Bread",98,137,1812,38447
12401,"Bowl of Pesto Pasta Salad",7,20,11860,71360
12402,"Slice of Spiced Bread",5,6,22003,68801
12403,"Eztlitl Stuffed Mushroom",14,16,18880,33245
12404,"Bowl of Cabbage and Chickpea Salad",30,66,37309,61740
12405,"Bowl of Cauliflower Sautee",1,4,492853,48371
12406,"Bowl of Hummus",40,70,3951,14321
12407,"Bowl of Spiced Meat and Cabbage Stew",56,117,4472,5318
12408,"Bowl of Spiced Veggie Chili",12,22,10271,35598
12409,"Bowl of Spiced Meat Chili",46,114,3834,22289
12410,"Bowl of Pumpkin Bisque",58,80,21190,28382
12411,"Bowl of Cauliflower Soup",448,844,925,9998
12412,"Bowl of Chickpea Soup",107,249,2177,10500
12413,"Bowl of Hearty Poultry Soup",38,60,6074,25229
12414,"Bowl of Chickpea and Poultry Soup",303,440,4093,13032
12415,"Raspberry Peach Bar",51,91,75628,21433
12416,"Chocolate Raspberry Cream",45,83,16527,9986
12417,"Chocolate Raspberry Cookie",2,7,104763,105230
12418,"Peach Cookie",1,3,249248,609583
12419,"Peach Pie",2,3,320009,220007
12420,"Mixed Berry Pie",139,140,9381,19975
12421,"Raspberry Peach Compote",87,122,11387,69833
12422,"Peach Tart",29,50,33342,32712
12423,"Chocolate Raspberry Cake",11,22,32452,34137
12424,"Bowl of Poultry Tarragon Pasta",572,738,909,17423
12425,"Tarragon Stuffed Poultry",2,7,130104,53400
12426,"Spicy Cheeseburger",10,12,29900,34502
12427,"Super Veggie Pizza",109,122,19290,7614
12428,"Bowl of Mushroom and Asparagus Risotto",270,665,916,12871
12429,"Spicier Flank Steak",4,11,122505,106470
12430,"Plate of Steak and Asparagus",143,209,44807,64197
12431,"Plate of Roast Meat with Braised Leeks",243,250,1051,10595
12432,"Plate of Steak and Asparagus Dinner",234,426,1858,14530
12433,"Bowl of Eggplant Stirfry",104,135,7459,38119
12434,"Bowl of Asparagus and Sage Salad",680,1112,2214,14346
12435,"Eggplant Fritter",22,61,15630,23478
12436,"Loaf of Raspberry Peach Bread",375,408,4643,6864
12437,"Loaf of Tarragon Bread",1,4,566864,35742
12438,"Roasted Parsnip",3,5,88842,56401
12439,"Spicy Stuffed Mushroom",21,42,19223,33511
12440,"Bowl of Mango Salsa",71,80,11061,21967
12441,"Bowl of Eggplant Sautee",15,23,17129,23807
12442,"Roasted Artichoke",3,15,26351,70255
12443,"Bowl of Poultry and Winter Vegetable Soup",43,74,8028,24777
12444,"Bowl of Poultry and Leek Soup",815,837,13463,6029
12445,"Bowl of Snow Truffle Soup",473,600,1456,13699
12446,"Bowl of Spicy Veggie Chili",66,100,9748,17662
12447,"Bowl of Spicy Meat Chili",362,578,3197,19812
12448,"Bowl of Potato and Leek Soup",60,167,9443,16939
12449,"Bowl of Butternut Squash Soup",607,787,4278,2976
12450,"Bowl of Artichoke Soup",422,754,1489,9104
12451,"Bowl of Meat and Winter Vegetable Stew",173,237,8125,18359
12452,"Omnomberry Bar",339,406,36113,27574
12453,"Chocolate Omnomberry Cream",466,552,12801,3889
12454,"Spicy Chocolate Cookie",194,383,5489,10734
12455,"Omnomberry Cookie",394,565,2402,4407
12456,"Mango Pie",28,35,168412,27163
12457,"Omnomberry Pie",490,542,4531,4004
12458,"Omnomberry Compote",342,343,9429,5063
12459,"Omnomberry Tart",471,597,3952,4864
12460,"Chocolate Omnomberry Cake",304,344,1459,8073
12461,"Bowl of Truffle Ravioli",405,598,7227,3079
12462,"Plates of Lemongrass Poultry",1372,1869,3250,4037
12463,"Fancy Truffle Burger",433,736,508,5197
12464,"Rare Veggie Pizza",853,1249,2430,5905
12465,"Bowl of Truffle Risotto",1276,2274,1098,2238
12466,"Plate of Fire Flank Steak",175,276,4088,12982
12467,"Plate of Truffle Steak",1000,1182,21373,5101
12468,"Plate of Orrian Steak Frittes",353,439,7150,7890
12469,"Plate of Truffle Steak Dinner",1146,1518,3781,2195
12470,"Bowl of Lotus Stirfry",768,1250,344,4142
12471,"Bowl of Seaweed Salad",1928,2298,4480,6006
12472,"Cup of Lotus Fries",243,325,2401,9593
12473,"Loaf of Omnomberry Bread",670,787,7855,4346
12474,"Loaf of Saffron Bread",64,78,10680,27542
12475,"Bowl of Roasted Lotus Root",306,420,2114,6693
12476,"Saffron Stuffed Mushroom",42,69,8350,12433
12477,"Bowl of Fire Salsa",617,1093,543,8647
12478,"Bowl of Truffle Sautee",582,990,1578,3984
12479,"Ghost Pepper Popper",152,297,3370,10291
12480,"Bowl of Saffron-scented Poultry Soup",712,998,1046,4098
12481,"Bowl of Lemongrass Poultry Soup",2871,3081,3983,2694
12482,"Bowl of Orrian Truffle Soup",970,1731,1562,3285
12483,"Bowl of Fire Veggie Chili",226,452,2379,7210
12484,"Bowl of Fire Meat Chili",443,902,967,7705
12485,"Bowl of Fancy Potato and Leek Soup",397,575,1897,4134
12486,"Bowl of Curry Butternut Squash Soup",1622,2375,5608,7356
12487,"Bowl of Curry Pumpkin Soup",1827,2377,1597,2830
12488,"Bowl of Orrian Truffle and Meat Stew",703,1069,6995,3349
12489,"Bowl of Herbed Meat Stock",330,335,3854,2873
12490,"Bowl of Herbed Poultry Stock",591,779,5419,4335
12491,"Bowl of Herbed Vegetable Stock",191,400,2724,2728
12492,"Sesame Seed Bun",88,189,4387,3762
12493,"Bowl of Chocolate Cherry Frosting",1,3,329465,3944
12494,"Bowl of Dilled Cream Sauce",950,1198,4456,6332
12495,"Bowl of Stirfry Base",1287,1788,2077,5466
12496,"Pile of Stirfry Spice Mix",1018,1401,1041,4004
12497,"Bowl of Chocolate Raspberry Frosting",6,12,122612,8590
12498,"Bowl of Peach Pie Filling",60,82,35881,13816
12499,"Bowl of Mixed Berry Pie Filling",252,393,2118,4844
12500,"Bowl of Tarragon Cream Sauce",95,195,1433,2200
12501,"Bowl of Winter Vegetable Mix",1,2,387513,44831
12504,"Cayenne Pepper",326,388,18884,25310
12505,"Asparagus Spear",82,98,51203,34260
12506,"Tarragon Leaves",47,66,36197,27112
12507,"Parsnip",16,21,46988,27002
12508,"Leek",12,14,403647,118762
12509,"Seaweed",100,119,19472,29823
12510,"Lotus Root",244,246,6095,17934
12511,"Butternut Squash",47,55,39849,26139
12512,"Artichoke",67,73,26767,26053
12513,"Bowl of Strawberry Pie Filling",46,69,7644,32234
12519,"Pile of Pumpkin Pie Spice",137,210,7206,5058
12520,"Bowl of Pumpkin Pie Filling",93,146,2820,5041
12521,"Jar of Orange Sauce",1,6,182527,48577
12522,"Orange Cake",2,12,56527,40280
12523,"Bowl of Orange Coconut Frosting",76,112,21488,6276
12524,"Bowl of Blackberry Pie Filling",110,150,43723,19956
12525,"Bowl of Eztlitl Stuffing",178,363,575,2773
12526,"Bowl of Pesto",7,19,19394,54793
12527,"Jar of Mint Sauce",19,63,8904,2162
12528,"Bowl of Fancy Tangy Sautee Mix",123,217,14327,6391
12529,"Bowl of Risotto Base",473,731,863,2032
12530,"Jar of Citrus Cream Sauce",1,3,75147,16979
12531,"Coriander Seed",183,200,15658,16044
12532,"Head of Cauliflower",10,15,167592,17247
12533,"Green Onion",7,8,312620,200278
12534,"Clove",121,141,8326,15401
12535,"Rutabaga",18,25,53913,59774
12536,"Mint Leaf",19,25,90293,9973
12537,"Blackberry",85,111,51711,18450
12538,"Sugar Pumpkin",14,19,79033,22599
12539,"Bowl of Mango Pie Filling",25,34,8820,48550
12540,"Bowl of Omnomberry Pie Filling",330,417,3216,2902
12541,"Bowl of Chocolate Omnomberry Frosting",137,195,8154,4452
12542,"Jar of Red Curry Paste",2620,3497,627,1830
12544,"Ghost Pepper",208,210,19174,31734
12545,"Orrian Truffle",218,257,11633,15490
12546,"Lemongrass",1468,1489,9108,20459
12547,"Saffron Thread",32,33,280630,114626
12548,"Bowl of Simple Stirfry",1,5,64905,40705
12549,"Chili Pepper Popper",2,7,53999,24403
12551,"Tray of Chocolate Bananas",443,796,1681,2393
12552,"Tray of Strawberry Cookies",159,446,584,728
12554,"Tray of Strawberry Tarts",121,220,1469,9707
12555,"Tray of Banana Cream Pies",301,885,16,408
12556,"Giant Chocolate Cake",216,700,177,529
12557,"Tray of Strawberry Pies",40,85,4430,1083
12558,"Tray of Cherry Cookies",82,90,2648,590
12560,"Tray of Chocolate Cherries",48,110,3022,2108
12561,"Tray of Chocolate Chip Cookies",25,134,4780,1526
12562,"Tray of Cherry Almond Bars",947,1350,267,713
12563,"Tray of Cherry Tarts",77,293,605,449
12564,"Tray of Cherry Pies",34,94,9445,1991
12565,"Giant Chocolate Cherry Cake",69,1180,250,959
12566,"Tray of Grape Pies",51,83,5448,953
12567,"Tray of Blackberry Cookies",70,90,4134,2424
12568,"Tray of Chocolate Mint Cookies",201,0,0,272
12569,"Tray of Chocolate Oranges",140,245,7172,3324
12570,"Tray of Blackberry Pear Compote",40,80,5966,857
12571,"Tray of Ginger Pear Tarts",161,317,526,777
12572,"Tray of Orange Coconut Bars",396,2425,78,658
12573,"Tray of Blackberry Pies",60,95,3763,1346
12574,"Giant Orange Coconut Cake",18,72,12995,6851
12575,"Tray of Pumpkin Pies",50,89,2134,2142
12576,"Tray of Chocolate Raspberry Cookies",0,0,0,0
12577,"Tray of Peach Cookies",28,85,3201,1571
12578,"Tray of Chocolate Raspberry Creams",1111,0,0,887
12579,"Tray of Raspberry Peach Compote",539,1375,379,1080
12580,"Tray of Peach Tarts",536,979,1368,688
12581,"Tray of Raspberry Peach Bars",1130,1700,1028,1500
12582,"Giant Chocolate Raspberry Cake",227,1724,173,250
12583,"Tray of Mixed Berry Pies",606,1728,286,2128
12584,"Tray of Peach Pies",22,90,8744,2205
12585,"Giant Chocolate Omnomberry Cake",1321,7517,112,852
12586,"Tray of Chocolate Omnomberry Creams",3666,9500,85,1073
12587,"Tray of Mango Pies",287,554,2762,2955
12588,"Tray of Omnomberry Bars",3603,5024,909,2460
12589,"Tray of Omnomberry Compote",3223,4532,487,1481
12590,"Tray of Omnomberry Cookies",2627,9090,119,799
12591,"Tray of Omnomberry Pies",4615,6779,275,1524
12592,"Tray of Omnomberry Tarts",4600,7070,125,900
12593,"Tray of Spicy Chocolate Cookies",3002,8882,43,901
12594,"Feast of Pepper Steaks",3214,10900,11,331
12595,"Feast of Spinach Burgers",107,111,605,2479
12596,"Feast of Stuffed Peppers",77,267,1938,2430
12597,"Feast of Veggie Burgers",27,85,2866,8771
12598,"Feast of Meatball Dinners",30,996,220,1045
12599,"Feast of Pepper Steak Dinners",3671,6546,168,379
12600,"Feast of Sage Stuffed Poultrys",135,959,211,541
12601,"Feast of Turnip Casseroles",0,288,495,0
12602,"Feast of Veggie Pizzas",319,476,1234,1288
12603,"Feast of Stuffed Zucchinis",17,85,2941,1469
12604,"Feast of Mushroom Pizzas",1379,2499,135,1116
12605,"Feast of Rosemary Roasted Meat",827,3985,60,668
12607,"Feast of Cabbage Stirfry",195,648,140,393
12608,"Feast of Deluxe Burgers",137,993,360,1880
12609,"Feast of Dill Meatball Dinners",117,383,3555,2595
12610,"Feast of Dilled Poultry Piccata",0,0,0,0
12611,"Feast of Sesame Roasted Dinners",145,340,1449,937
12612,"Feast of Sesame Roasted Meat",122,1994,209,525
12614,"Feast of Citrus Clove Meat",8,297,151,1472
12615,"Feast of Coriander Crusted Meat",3041,4998,167,346
12616,"Feast of Fancy Veggie Pizzas",1741,2981,176,288
