Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin
"Knight's Orichalcum Imbued Inscription",11201,50677,72800,90,60,22.102729048681
"Valkyrie Orichalcum Imbued Inscription",18750.15,40067,69199,341,75,46.79699004168
"Rejuvenating Steel Imbued Inscription",2747.35,3448,7291,742,73,79.679524361949
"Carrion Darksteel Imbued Inscription",3180.75,4616,9175,448,73,68.907062391681
"Assassin's Darksteel Imbued Inscription",3633.7,4152,9162,1208,211,87.516859344894
"Berserker's Darksteel Imbued Inscription",3057.15,5440,9999,899,142,56.197610294118
"Valkyrie Darksteel Imbued Inscription",3397,4710,9540,420,50,72.123142250531
"Knight's Darksteel Imbued Inscription",3482,5016,10000,858,13,69.417862838915
"Ravaging Intricate Wool Insignia",5127.95,2118,8527,583,82,242.11284230406
"Rejuvenating Intricate Wool Insignia",5591.1,2878,9966,473,73,194.27032661571
"Vigorous Intricate Wool Insignia",4913.35,2336,8531,635,66,210.33176369863
"Hunter's Intricate Cotton Insignia",6241.2,2250,9992,661,85,277.38666666667
"Vigorous Intricate Cotton Insignia",6274.45,2085,9837,802,263,300.93285371703
"Hearty Intricate Cotton Insignia",6356.15,2209,10079,590,98,287.73879583522
"Cleric's Intricate Linen Insignia",2774.25,7394,11965,479,137,37.520286718961
"Assassin's Intricate Linen Insignia",3707.65,4424,9569,838,103,83.807640144665
"Berserker's Intricate Linen Insignia",2350.8,6120,9968,267,111,38.411764705882
"Valkyrie Intricate Linen Insignia",4889,2708,8940,382,137,180.53914327917
"Rampager's Intricate Linen Insignia",4316.95,4442,10307,350,49,97.18482665466
"Mini Big Nose Ted",5941.15,44121,58899,141,89,13.465583282337
"Mini River Drake Broodmother",5477,44501,58800,234,64,12.307588593515
"Mini Forest Spider",3656.9,3102,7954,214,195,117.88845905867
"Mini Logan Thackeray",7329.85,35203,50041,414,95,20.821662926455
"Mini White Moa",7859.7,48308,66082,153,105,16.269975987414
"Mini Storm Imp",3094.05,3001,7173,315,193,103.10063312229
"Mini Yaotl The Fierce",6779.9,38008,52694,122,81,17.838086718586
"Mini Brown Bear",2374.9,6101,9974,348,154,38.926405507294
"Mini Polar Bear",2142.45,14003,18997,257,158,15.299935728058
"Mini Pink Moa",10736.2,40204,59932,139,103,26.704308029052
"Mini Air Elemental",2489.6,14505,19996,226,116,17.163736642537
"Mini Oakheart",54007.65,315221,434389,1091,70,17.133265232964
"Mini Snow Leopard",9489.3,50007,69998,231,91,18.975943367928
"Mini Skritt Forager",2872.65,4511,8689,248,188,63.681001995123
"Mini Devourer",3212.9,2305,6494,443,310,139.38828633406
"Mini Chromatic Ooze",10905.3,40006,59898,395,113,27.259161125831
"Mini Wasp",2201.7,5414,8962,282,152,40.666789804211
"Mini Vampire Bat",8201.75,50102,68595,232,119,16.370104985829
"Mini Icebrood Quaggan",6719.5,40003,54970,342,104,16.797490188236
"Mini Ettin",4267,2701,8200,430,178,157.97852647168
"Mini Orrian Wraith",53570.7,263003,372442,479,65,20.368855108117
"Mini Shade",3817.85,10512,16861,251,116,36.318968797565
"Mini Flame Shaman",8066.2,47005,64792,160,95,17.160302095522
"Mini Krait Witch",40916.95,265002,359907,552,82,15.440241960438
"Mini Yellow Moa",51175.95,373811,499987,95,28,13.690327464949
"Mini Black Moa",46886.05,225004,319873,61,50,20.837873993351
"Starry Night Dye",3067.5,6323,11050,355,276,48.513363909537
"Midnight Ice Dye",5424.3,45011,59338,1478,319,12.051054186754
"Guild Catapult Blueprints",5738.3,15083,24498,540,62,38.044818670026
"Commander's Compendium",188996.4,950005,1340004,6316,8,19.894253188141
"White Coral Ring",64033.65,20105,98989,360,14,318.4961452375
"Triforge Pendant",714456,1750542,2900000,174,10,40.813416644673
"Emerald Pendant",169962.15,510103,800079,162,9,33.319182596456
"Ruby Pendant",89469,760529,1000000,118,8,11.764048445227
"Berserker's Amulet",3851.95,1150,5887,211,16,334.95217391304
"Shaman's Amulet",2304.8,1559,4548,86,38,147.83835792174
"Berserker's Amulet",33289.4,42260,88884,63,28,78.772834831992
"Shaman's Amulet",3187,4461,9000,57,44,71.44138085631
"Carrion Amulet",5553.5,10535,18930,63,62,52.714760322734
"Shaman's Amulet",6070.6,6589,14896,55,16,92.132341781757
"Rampager's Amulet",20176,11782,37600,44,8,171.24427092175
"Cleric's Amulet",5958.5,4571,12390,75,27,130.35440822577
"Berserker's Ring",10272.15,83225,109999,39,19,12.342625413037
"Berserker's Ring",31511.7,11226,50282,88,45,280.70283270978
"Carrion Ring",3046.3,25000,32998,53,52,12.1852
"Rampager's Ring",7067.95,18011,29507,106,50,39.242407417689
"Rampager's Ring",14495.9,57662,84894,114,23,25.139433248933
"Shaman's Ring",3439.45,6331,11497,69,54,54.327120518086
"Cleric's Ring",30132.75,13075,50835,114,8,230.46080305927
"Cleric's Ring",28481.35,25569,63591,79,36,111.39015995933
"Cleric's Ring",4447.55,27003,37003,48,33,16.470577343258
"Honed Ring",3271.3,975,4998,146,57,335.51794871795
"Berserker's Ring",3077.2,5057,9572,91,36,60.850306505833
"Fertilizer Pouch",25959.9,10056,42374,333,16,258.15334128878
"Superior Sigil of Corruption",2325.2,19001,25092,609,288,12.237250671017
"Superior Rune of the Dolyak",3449.3,22217,30198,989,530,15.525498492146
"Superior Rune of the Pack",3195,6068,10900,430,426,52.653263019117
"Superior Rune of Divinity",11029.15,40818,60999,2669,558,27.020309667304
"Half Eaten Axe",3778.15,4719,9999,812,45,80.062513244331
"Half-Eaten Short Bow",4518.15,2619,8399,651,20,172.51431844215
"Half Eaten Greatsword",2187.05,11745,16393,2095,93,18.621115368242
"Half Eaten Pistol",2689.35,5716,9891,718,53,47.049510146956
"Shaman's Etched Skeggox of Intelligence",25658.2,16051,49072,21,7,159.85421469067
"Shaman's Etched Skeggox of Accuracy",11209.75,24501,42015,26,22,45.752214195339
"Shaman's Etched Skeggox of Rage",12945.3,61001,86998,76,22,21.221455385977
"Shaman's Etched Shard of Intelligence",47901.85,28019,89321,44,7,170.96202576823
"Shaman's Etched Shard of Accuracy",16238,24560,48000,39,11,66.115635179153
"Shaman's Etched Shard of Rage",19967.15,40465,71099,94,23,49.344248115656
"Healing Shiverpeak Dirk of Force",4454.8,2282,7928,129,58,195.21472392638
"Mending Norn Dagger of Battle",2911.35,2060,5851,115,25,141.32766990291
"Mending Norn Dagger of Earth",2411.6,1459,4556,105,47,165.29129540781
"Shaman's Norn Dagger of Water",5640.3,1751,8698,186,20,322.11878926328
"Shaman's Norn Dagger of Corruption",2611.75,1530,4875,75,23,170.70261437908
"Shaman's Etched Artifact of Blood",20975.55,12039,38843,15,10,174.2300024919
"Shaman's Etched Artifact of Intelligence",24499.05,9408,39893,16,10,260.40656887755
"Shaman's Etched Avenger of Blood",53172.75,40321,109995,138,7,131.87358944471
"Shaman's Etched Avenger of Rage",5296,30402,42000,124,46,17.419906585093
"Healing Zweihänder of Force",3174.25,4308,8805,132,32,73.682683379759
"Mending Norn Greatsword of Battle",3152.45,5598,10297,87,28,56.313862093605
"Mending Norn Greatsword of Ogre Slaying",2600.2,3052,6652,59,6,85.196592398427
"Mending Norn Greatsword of Earth",10708.7,2823,15922,91,6,379.33758413036
"Shaman's Norn Greatsword of Water",3271.8,2649,6968,79,62,123.5107587769
"Shaman's Etched Sledgehammer of Blood",3551.75,23319,31615,20,11,15.231141987221
"Shaman's Etched Sledgehammer of Accuracy",8966.1,24187,39006,19,14,37.069913589945
"Shaman's Etched Sledgehammer of Rage",5172.8,22100,32088,79,75,23.406334841629
"Shaman's Norn Warhammer of Energy",2606.3,2915,6498,52,22,89.409948542024
"Shaman's Etched Spear of Blood",32963,9535,50000,23,7,345.70529627687
"Shaman's Etched Spear of Rage",5274.7,11708,19982,60,22,45.052101127434
"Shaman's Etched Greatbow of Intelligence",17674.25,20102,44445,23,8,87.922843498159
"Shaman's Etched Greatbow of Accuracy",3621.3,24000,32498,30,14,15.08875
"Shaman's Etched Greatbow of Rage",4998,20500,30000,37,18,24.380487804878
"Shaman's Etched Cudgel of Blood",19773,12270,37700,19,14,161.14914425428
"Shaman's Etched Cudgel of Accuracy",8478.3,24158,38398,16,11,35.095206556834
"Shaman's Etched Cudgel of Rage",24053.85,32079,66041,37,20,74.983166557561
"Shaman's Etched Revolver of Blood",45102.7,16556,72542,33,6,272.42510268181
"Shaman's Etched Blaster of Accuracy",8133,21785,35200,16,14,37.333027312371
"Shaman's Etched Blaster of Rage",8844.4,12101,24644,72,20,73.08817453103
"Shaman's Norn Rifle of Corruption",2672.05,720,3993,158,19,371.11805555556
"Shaman's Etched Bulwark of Blood",15434.3,20347,42098,46,14,75.855408659753
"Shaman's Etched Bulwark of Accuracy",4645.8,24157,33888,12,10,19.231692677071
"Shaman's Etched Bulwark of Rage",4393.1,27366,37366,54,33,16.053131623182
"Shaman's Shaman's Etched Short Bow of Blood",9790.3,16556,30998,27,18,59.134452766369
"Shaman's Shaman's Etched Short Bow of Intelligence",21113.05,20104,48493,13,7,105.01915041783
"Shaman's Shaman's Etched Short Bow of Rage",9786.35,20804,35991,52,19,47.040713324361
"Shaman's Etched Speargun of Blood",5475.3,10331,18598,26,15,52.998741651341
"Shaman's Etched Speargun of Intelligence",18241,10657,34000,12,7,171.16449282162
"Shaman's Etched Speargun of Accuracy",9936.05,22186,37793,26,17,44.785224916614
"Shaman's Etched Speargun of Rage",7073.25,11425,21765,43,38,61.910284463895
"Shaman's Etched Branch of Blood",43475.8,32077,88888,96,15,135.53574212052
"Shaman's Etched Branch of Intelligence",52837.3,28759,95998,51,8,183.72439931847
"Shaman's Etched Branch of Accuracy",8988,25010,40000,46,13,35.93762495002
"Shaman's Etched Branch of Rage",5012.75,40031,52995,109,21,12.522170318004
"Healing Shiverpeak Staff of Force",2321.6,1073,3996,69,56,216.36533084809
"Mending Norn Staff of Battle",3534,1564,6000,86,37,225.95907928389
"Shaman's Norn Staff of Water",2952.4,1316,5024,102,32,224.34650455927
"Shaman's Norn Staff of Corruption",2271.65,1712,4689,39,23,132.6898364486
"Shaman's Etched Blade of Accuracy",7910,26003,39900,23,19,30.419566973042
"Shaman's Etched Blade of Rage",3922.85,30501,40501,92,60,12.861381594046
"Healing Einhänder of Force",4001.15,1861,6899,115,12,215
"Shaman's Norn Blade of Corruption",2677.05,1514,4933,120,22,176.81968295905
"Shaman's Norn Blade of Energy",2095.5,2620,5550,130,22,79.980916030534
"Shaman's Etched Wartorch of Blood",8839.15,8158,19999,26,24,108.34947291003
"Shaman's Etched Trident of Blood",6648.55,10352,20003,17,6,64.22478748068
"Shaman's Etched Trident of Intelligence",10208,8541,22060,13,10,119.51762088748
"Shaman's Etched Trident of Accuracy",6845.15,24687,37099,25,14,27.727751448131
"Shaman's Etched Trident of Rage",9854.95,12198,25947,53,18,80.791523200525
"Shaman's Etched Harbinger of Intelligence",25387.7,8544,39922,9,6,297.1406835206
"Shaman's Etched Harbinger of Rage",3833,21665,30000,54,9,17.692130163859
"Berserker's Iron Axe of Serpent Slaying",2960.6,2814,6796,138,72,105.20966595593
"Berserker's Iron Axe of Peril",6922,10076,20000,50,39,68.697895990472
"Berserker's Iron Axe of Demon Summoning",11551.65,8837,23989,33,24,130.71913545321
"Berserker's Iron Axe of Smoldering",16145,10288,31100,83,9,156.93040435459
"Rampager's Iron Axe of Nullification",8097.5,12683,24450,47,14,63.845304738627
"Rampager's Iron Axe of Purity",7998.75,9080,20095,47,18,88.091960352423
"Rampager's Iron Axe of Ice",7608.35,11303,22251,108,14,67.312660355658
"Knot of Justice",6742.8,20700,32288,95,64,32.573913043478
"Cleric's Iron Axe of Intelligence",5581.5,11442,20030,49,13,48.780807551127
"Cleric's Iron Axe of Blood",11829.9,5248,20094,77,31,225.41730182927
"Razorstone",6657,19266,30500,85,46,34.553098723139
"Berserker's Iron Axe of Smoldering",15191.75,18785,39975,79,13,80.871706148523
"Jaws of Death",5176,17772,27000,123,63,29.124465451272
"Rampager's Iron Axe of Stamina",8052.35,9023,20091,31,14,89.242491410839
"Rampager's Iron Axe of Fire",15406.4,30546,54064,60,13,50.436718391933
"Labrys",18438.5,15177,39550,81,55,121.48975423338
"Cleric's Iron Axe of Intelligence",15134.25,10351,29985,58,25,146.21051106173
"Ophidian",6002.15,16010,25899,52,36,37.490006246096
"Rampager's Iron Axe of Water",9362.3,11034,23998,160,34,84.849555918071
"Maw of the Damned",7847,67801,89000,118,36,11.573575610979
"Berserker's Iron Mace of Blood",5534.15,9066,17179,20,18,61.042907566733
"Berserker's Iron Mace of Chilling",8501.15,8496,19999,23,15,100.06061676083
"Berserker's Iron Mace of Force",17965,65163,97800,159,35,27.569326151344
"Berserker's Mace",7142.1,12377,22966,116,25,57.704613395815
"Rampager's Iron Mace of Air",9144.45,7001,18997,35,30,130.61634052278
"Rampager's Iron Mace of Rage",7256.4,9813,20084,32,9,73.946805258331
"Berserker's Iron Mace of Fire",25368,19000,52200,49,15,133.51578947368
"Berserker's Iron Mace of the Geomancer",8911.15,7916,19799,22,12,112.57137443153
"Kevin",2528.6,15571,21296,85,51,16.239162545758
"Rampager's Iron Mace of Perception",4409.15,11126,18279,39,9,39.629246809276
"Rampager's Iron Mace of Ogre Slaying",5525,9671,17880,32,20,57.129562609865
"Droknar's Forgehammer",4473.15,12779,20299,103,40,35.003912669223
"Cleric's Iron Mace of Earth",9483.85,9742,22621,37,22,97.350133442825
"Serpentstone",3657,23966,32500,44,15,15.259117082534
"Rampager's Iron Mace of Smoldering",6905.65,9573,19389,36,34,72.136738744385
"Moonshine",8506,14017,26500,154,40,60.683455803667
"Berserker's Iron Mace of Smoldering",2087.4,2623,5544,87,8,79.580632863134
"Berserker's Iron Dagger of Rage",24587.75,45021,81895,163,16,54.613957930743
"Berserker's Iron Dagger of Blood",14511,15237,35000,59,20,95.235282535932
"Berserker's Iron Dagger of Rage",16325.9,16902,39094,60,26,96.591527629866
"Moonshank",8140.7,42077,59082,225,50,19.34714927395
"Rampager's Iron Dagger of Life",14730.3,27001,49098,126,19,54.554646124218
"Rampager's Iron Dagger of Demon Summoning",11458,14040,30000,86,24,81.609686609687
"Rampager's Iron Dagger of the Geomancer",13896.75,20012,39895,123,16,69.442084749151
"Kenshi's Wing",14775.15,25172,46999,62,18,58.696766248212
"Cleric's Iron Dagger of Ice",21081.8,19961,48288,87,13,105.61494915084
"Cleric's Iron Dagger of Blood",17595.1,20131,44386,44,18,87.403010282649
"Berserker's Iron Dagger of Debility",22285,20213,50000,82,11,110.25082867462
"Soulshard",11448,30200,49000,107,28,37.907284768212
"Rampager's Iron Dagger of Restoration",17055.15,15667,38499,22,20,108.86034339695
"Rampager's Iron Dagger of Ice",37731.25,10704,56985,43,12,352.49673019432
"Claws of the Desert",9876.7,40273,59002,218,11,24.524371166787
"Cleric's Iron Dagger of Agony",17941,15207,39000,113,38,117.97856250411
"Malefacterym",7430,35068,50000,104,39,21.187407322915
"Rampager's Iron Dagger of Debility",26459,18589,53000,142,37,142.33686588843
"Usoku's Needle",23895,50903,88000,202,25,46.942223444591
"Berserker's Iron Sword of Leeching",16995.45,25075,49497,41,15,67.778464606181
"Berserker's Iron Sword of Debility",23107.3,6639,34998,39,8,348.0539237837
"Berserker's Iron Sword of Earth",11518.15,17804,34499,58,36,64.694169849472
"Ak-Muhl's Jaw",7866.3,27405,41498,244,28,28.703886152162
"Rampager's Iron Sword of Demon Summoning",14442.45,12838,32097,43,13,112.49766318741
"Rampager's Iron Sword of Intelligence",15071,18927,40000,79,21,79.626987900882
"Alderune's Last Stand",11158.15,27004,44899,102,31,41.320359946675
"Cleric's Iron Sword of Agony",17252.2,11078,33332,51,15,155.73388698321
"Cleric's Iron Sword of Air",12990.4,16404,34584,52,24,79.190441355767
"Berserker's Iron Sword of Peril",22142.45,20421,50077,45,20,108.42980265413
"Berserker's Iron Sword of Ice",59782.3,24449,99098,38,8,244.51838521003
"Twin Sisters",11397.15,73600,99999,120,50,15.485258152174
"Rampager's Iron Sword of Air",12090.35,15304,32231,58,25,79.001241505489
"Rampager's Iron Sword of Nullification",17176.15,10446,32499,22,17,164.42801072181
"Resonator",11669.6,26065,44396,87,31,44.771149050451
"Cleric's Iron Sword of Fire",15488.75,31255,54995,95,17,49.556071028635
"Winged Spatha",40520.1,25001,77086,144,16,162.07391704332
"Rampager's Iron Sword of Earth",16482.5,17660,40170,68,44,93.332389580974
"Honed Iron Dagger of Bloodlust",10961.8,8542,22948,224,26,128.32826036057
"Honed Iron Dagger of Debility",2722.2,1264,4692,86,14,215.36392405063
"Hearty Iron Dagger of Leeching",2977.6,1250,4976,251,41,238.208
"Berserker's Iron Dagger of Perception",3489.3,4582,9498,230,105,76.152335224793
"Rampager's Iron Dagger of Ice",2048.9,1752,4474,105,31,116.94634703196
"Cleric's Iron Dagger of Smoldering",2125.15,1782,4599,249,24,119.25645342312
"Cleric's Iron Dagger of Energy",2605.6,2914,6496,31,16,89.416609471517
"Berserker's Iron Dagger of Hobbling",8914.9,6004,17554,85,8,148.48267821452
"Berserker's Soft Wood Scepter of Rage",9127.6,9142,21496,32,30,99.842485232991
"Berserker's Soft Wood Scepter of Bloodlust",13116,105457,139500,75,39,12.437296718094
"Hypnotic Scepter",5118.65,20200,29789,96,55,25.339851485149
"Rampager's Soft Wood Scepter of Earth",6384.6,11120,20596,59,33,57.415467625899
"Oikoumene",2999,14169,20200,108,15,21.165925612252
"Cleric's Soft Wood Scepter of Air",6791.45,10221,20017,13,7,66.446042461599
"Berserker's Soft Wood Scepter of the Geomancer",11776.65,10567,26289,42,13,111.44743068042
"Berserker's Soft Wood Scepter of Fire",9485.45,30545,47097,76,12,31.054018660992
"Anura",7713,25265,38800,97,37,30.528398970908
"Rampager's Soft Wood Scepter of Fire",9944.15,30428,47499,110,9,32.680918890496
"Rampager's Soft Wood Scepter of Perception",6020,10689,19660,42,31,56.319580877538
"Cleric's Soft Wood Scepter of Stamina",10072.25,8205,21505,45,23,122.75746496039
"Coldsnap",2378,18020,24000,109,67,13.196448390677
"Rampager's Soft Wood Scepter of Venom",5820.95,10044,18667,63,61,57.954500199124
"Big Juju",22640,62273,99900,194,37,36.356045156007
"Honed Iron Sword of Chilling",3742.95,4064,9187,90,78,92.100147637795
"Berserker's Iron Sword of Leeching",2001,2842,5700,137,41,70.408163265306
"Cleric's Iron Sword of Smoldering",2197,606,3300,282,36,362.54125412541
"Cleric's Iron Sword of Force",2328.3,3533,6898,756,190,65.901500141523
"Berserker's Iron Sword of Earth",3357.65,5301,10189,100,33,63.339935861158
"Rampager's Iron Sword of Force",7972.85,2719,12581,50,11,293.22728944465
"Cleric's Iron Sword of the Hydromancer",5683,2815,10000,47,8,201.88277087034
"Berserker's Iron Shield of Demon Summoning",26363.15,7634,39999,18,10,345.3386167147
"Berserker's Iron Shield of Rage",5416,8947,16900,55,54,60.534257292947
"Berserker's Iron Shield of Agony",6634.6,9986,19556,44,22,66.439014620469
"Jora's Defender",4774,12224,20000,117,30,39.054319371728
"Rampager's Iron Shield of Grawl Slaying",6386.3,7720,16598,37,11,82.724093264249
"Rampager's Iron Shield of Ice",8122.3,8857,19978,39,19,91.704866207519
"Kryta's Embrace",14650.15,15012,34899,76,38,97.589594990674
"Cleric's Iron Shield of Accuracy",18184.45,11221,34597,38,11,162.05730327065
"Cleric's Iron Shield of Fire",10554.45,30241,47997,65,6,34.901127608214
"Guardian of the Six",5371.45,12389,20897,95,54,43.356606667205
"Berserker's Iron Shield of Hobbling",12314.15,4683,19999,42,12,262.95430279735
"Rampager's Iron Shield of Corruption",13460.75,10758,28495,25,15,125.12316415691
"Rampager's Iron Shield of Nullification",10689.1,10598,25046,15,8,100.85959615022
"Shield of the Moon",4718.15,13384,21299,66,37,35.252166766288
"Cleric's Iron Shield of Fire",12395,30103,50000,61,12,41.175298143042
"Shield of the Wing",9001.9,50270,69734,126,14,17.907101651084
"Rampager's Soft Wood Scepter of Bloodlust",2346.9,706,3594,100,33,332.42209631728
"Berserker's Soft Wood Scepter of Accuracy",2150,2608,5600,78,49,82.438650306748
"Berserker's Iron Pistol of Blood",17665,20226,44580,72,18,87.338079699397
"Berserker's Iron Pistol of Hobbling",7789.5,8826,19550,67,39,88.256288239293
"Ruinmaker",8325.3,35021,50998,77,25,23.772308043745
"Rampager's Iron Pistol of Hobbling",4876.3,10250,17798,62,41,47.573658536585
"Rampager's Iron Pistol of Ogre Slaying",6107.45,10446,19477,30,23,58.466877273598
"Master Blaster",4901.85,15565,24081,62,18,31.492772245422
"Cleric's Iron Pistol of Venom",11989.45,5006,19997,25,14,239.5015980823
"Venomstriker",17525.75,51301,80975,69,19,34.162589423208
"Berserker's Iron Pistol of the Hydromancer",19978,13170,39000,22,16,151.69324221716
